0xD4DF5C79, serious
0x72254E15, data
0x3D5DE9EB, filter
0x4A26559, findpath
0xCD632390, companion_destination
0x86E828E1, pathmode
0xC74F5CE8, b_zombie_path_bad
0x9DE8A8DB, can_zombie_see_any_player
0x8D8007E7, spawnpoints
0x314E0D12, m
0xB281512B, side_selection
0xF38CC12B, random_chance
0x3130DB5F, game
0x669B4EE, set_game_var
0xECF6D352, get_game_var
0x3E94206A, team
0x8202763A, script_int
0x24354FEF, updateplayernum
0xA93730E1, en_num
0x5C820472, playernum
0xC685517, lost_perk_index
0x4EA33925, laststand_perks
0x88542FCF, hasperk
0xF59BAB01, give_perk
0xD84E54DB, ai
0x2F06D687, spawner
0x84D80DE2, str_seed
0x52492F60, old_spawn
0x4B93AF95, intermission
0x878B60, cheat_enabled
0x3E52B25B, zm_loc_types
0x1ED7A46B, ai_calculate_health
0xF21DC6B9, round_number
0x3F10449F, getplayers
0xB9B24D71, zombification_time
0x873D40AE, kill_counter_hud
0xC1841FF0, zombie_total
0xA8061825, get_zombie_count_for_round
0xB190050D, zombie_respawns
0x6BE9064E, zombie_total_set_func
0xB51411EE, speed_change_max
0x9D8E8D95, zombie_speed_up
0xCD600A16, get_current_zombie_count
0xA11E51A8, zombie_ai_limit
0x8DCFC41F, get_current_actor_count
0x225DE261, zombie_actor_limit
0x21794682, clear_all_corpses
0xDBCA4C5D, exists
0xAD23E503, flag
0xD3DE6822, wait_till_clear
0x1AB5EBEC, wait_till
0x8C97E225, run_custom_ai_spawn_checks
0x5F3B0FCC, hostmigrationtimer
0x76F13293, wait_network_frame
0x4B769811, fn_custom_round_ai_spawn
0x880D5985, zombie_spawners
0x78EAA3CC, fn_custom_zombie_spawner_selection
0x9CE83FA4, use_multiple_spawns
0x8B649865, spawner_int
0xB25481C7, zombie_spawn
0x170527FB, targetname
0xA4D2B2D1, round_spawn_failsafe
0x18775385, has_behavior_attribute
0xCEB883CD, set_behavior_attribute
0xEB9C5258, zombie_vars
0xDD261077, b_passed_override
0xC91531F1, dest
0xAC45A23F, dist_player
0xAD589456, dist_zombie
0x7029A1A0, locs
0x6AC461B2, endpos
0xEB3EAAE3, away
0xF803AF94, default_find_exit_position_override
0x7922262B, get
0xECD296A1, initastrobehaviorsandasm
0x906BDB6D, add_archetype_spawn_function
0xC1D5663E, archetypeastroblackboardinit
0x608D24F2, astrospawnsetup
0xA522AF1, registernotetrackhandlerfunction
0x381FE28D, astro_zombie_headbutt_release
0x3923DB8A, animationstatenetwork
0x784F7BB7, astro_zombie_headbutt
0x573F0339, init_astro_zombie_fx
0x43C494EB, astro_zombie_enter_level
0xBB91C981, astro_zombie_default_enter_level
0x107AB7D7, num_astro_zombies
0x99201F25, getentarray
0xD5AC3D29, astro_zombie_spawners
0xDFD7BFE1, max_astro_zombies
0x59FCA61D, astro_zombie_health_mult
0xD2761852, min_astro_round_wait
0xD5F518B8, max_astro_round_wait
0xADBB5666, astro_round_start
0x466CB1BF, next_astro_round
0xD89D2E38, zombies_left_before_astro_spawn
0x73A54E75, zombie_left_before_spawn
0xBD4DF085, astro_explode_radius
0x2CB6F804, astro_explode_blast_radius
0x4C24743, astro_explode_pulse_min
0x87AD894D, astro_explode_pulse_max
0xCE54F4D4, astro_headbutt_delay
0xA781F972, astro_headbutt_radius_sqr
0x38514564, zombie_total_update
0xA1561A9D, register_zombie_damage_callback
0x3D0B0628, astro_damage_callback
0xDC1EEDC8, custom_ai_spawn_check_funcs
0xB6421974, register_custom_ai_spawn_check
0x13189F7A, get_astro_locations
0x870CE941, get_astro_spawners
0x64229C1F, astro_spawn_check
0xB6B79A0, int
0x51E6A548, einflictor
0xF9A179ED, idamage
0xBA36487D, smeansofdeath
0xDA6ACFD2, playfxontag
0xC1AA5253, _effect
0xEAA69754, stoploopsound
0x921A1574, playsound
0xDF565004, astro_delay_delete
0x703AC718, astro_player_pulse
0x6CF4945D, zombie_death_animscript
0x5496DB4D, perk_str
0x750F5C9D, perk
0x274432E8, perk_list
0xD441173B, take_perk
0x3BE8A3B8, vending_triggers
0x8D3D04EC, player_to_headbutt
0xCAAE374E, script_noteworthy
0x7FCEABE1, _retain_perks
0xDC4A16F6, lives
0xE3C9F05C, astro_headbutt_damage
0xC3945CD5, dodamage
0xB9CA37A, chosen_spot
0xA2E716E9, zone_enabled
0x45DB3DAB, volume
0x3BC48314, black_hole_teleport_structs
0x846AF699, player_current_zone
0x7FAF4C39, get_array
0x14B42B8A, struct
0xC9271E19, _special_blackhole_bomb_structs
0x9FC636, get_current_zone
0xDB7BB468, script_string
0xC52C30FE, zones
0x6A3A1C8A, volumes
0xC0720E8F, get_zone_from_position
0x98109A33, zm_zonemgr
0x14E2EC4F, astro_zombie_teleport
0x67F63389, num_to_spawn
0x14EDD77E, spawners
0x18196FA5, spawn_point
0xF8481969, spawn_loc
0x78436F04, favorite_enemy
0xCCD19994, dogs
0x24E95264, getaispeciesarray
0xC6DEDAB7, favoriteenemy
0x18CDA252, dog_spawn_fx
0x3706787A, dog_spawn_func
0x6B76CA37, dog_spawners
0xB0B7B339, waiting_for_next_dog_spawn
0x5A16A8E5, old_wait_func
0xA27C338D, old_spawn_func
0x1AE748D4, dog_round_count
0x64E337C4, next_dog_round
0x1F27F648, round_spawn_func
0xEDD19A9E, round_wait_func
0x40017067, waittill
0x1B7D7BB8, sndmusicspecialround
0x3FD71905, dog_round_start
0x843B73A8, dog_round_spawning
0x4EE7D855, dog_round_wait_func
0x58806457, dog_round_stop
0xDB297AA3, dist_squared
0xD2E901A5, dog_locs
0xA19044A3, old_dog_spawn
0x3390F625, r
0xA8F3EDD7, wait_locations
0xCEA909A8, dist_sq
0x65F06B5, on_train
0x292A0AC9, o_zod_train
0xE0D198E4, locked_in_train
0x3993B370, needteleportout
0xFCA18E04, isteleporting
0x24971AB5, destroy_octobomb
0x59F9B3BF, zone_name
0xCB717F97, a_loc_types
0x16410986, teleportpos
0x5CD0933E, 0bogsarraykeys62c5e8ed-fa38-4371-bedd-055d8050ac40
0x912C487E, 0bogsindexd91cbc0d-306b-4596-81bd-6c774ee3d19d
0xF1AA36CD, power_up_origin
0xBC7CE905, anglestoforward
0xD26D8DC, no_powerups
0x3711CFF4, zombie_powerup_array
0x60CDDBB1, zombie_powerups
0x3BFA697, func_should_drop_with_regular_powerups
0x9B998934, specific_powerup_drop
0xC88814D4, 0bogsarraykeysa5dfd60e-534c-4f50-b972-ab71c5c7decc
0xE45596FC, 0bogsindexebd705b2-bce5-4eff-be5c-e4918c216359
0x48F8D555, query_result
0x5E76F0AF, index
0x61186753, teleport_point
0x3ECAD6A7, segment_length
0xD9A41C78, path
0xDD430493, goal_pos
0x1C7E2E, waiting
0x7613B96C, last_valid_position
0x38BC3313, calcapproximatepathtoposition
0x7D15E2F8, distance
0x58CE2260, traveler
0xA96A2721, moveto
0x9FCF3CD8, waittill_any_timeout
0x6AB55AFD, pointlist
0x9869AB67, forceteleport
0xBD08AC2B, 0bogsarraykeys941afb6d-5aa7-4de9-a5a9-22bc3e632b87
0x78BB25B, 0bogsindexd966209a-1687-4fb1-8922-62af4d727b54
0x6DFDE1FE, s_location
0xA1B2131, flyin
0x80F08819, v_ground_position
0xA52FAA04, trace
0x6EA4EF96, s_spawn_location
0x6CAC4BA4, v_angles
0xA080D759, v_dir
0x6BFE1586, e_player
0x6C15F1BC, mechz_spawners
0x103A9781, script_forcespawn
0x80765127, disableaimassist
0xE907CF54, mechzserverutils
0x2670D89E, mechzdamagecallback
0x8BFB9E51, actor_damage_func
0xFC8CE4CB, damage_scoring_function
0x6F76D887, mechz_melee_knockdown_function
0x53CC405D, mechz_health
0xDF387CCD, mechz_faceplate_health
0xB087942F, faceplate_health
0x79D56F1B, mechz_powercap_cover_health
0xA59D71F5, powercap_cover_health
0xC31F5C1F, mechz_powercap_health
0x88B6008D, powercap_health
0xEC94E7B9, left_knee_armor_health
0xBF2B21CE, right_knee_armor_health
0x51A5FB0A, left_shoulder_armor_health
0x88897A65, right_shoulder_armor_health
0x598122DE, heroweapon_kill_power
0xFA8A28F1, get_closest_player
0xBDCDC423, vectortoangles
0xC12BF938, flat_angle
0xE1DC201C, bullettrace
0x43718187, play
0xCC27597, scene
0xA1C73F09, b_flyin_done
0x833CFBAE, ignore_round_robbin_death
0x8F91730B, monkey_save_spawn_func
0xDFFDC35F, monkey_save_wait_func
0x175C18A7, next_monkey_round
0x626BF0E3, prev_monkey_round
0x8FA57ADE, monkey_player_has_perk
0xFB40EB40, sndmusicsystem_playstate
0xAAB55CF5, zm_audio
0x15768556, monkey_round_start
0x9A0A813D, monkey_round_spawning
0xBF9C5BBD, monkey_round_wait
0x724FE496, monkey_round_stop
0x7E34A7D9, monkey_zombie_spawners
0x56A7483F, is_enabled
0x22AE8D39, org
0x4A8855E0, monkey_perks
0x5A058779, targeted
0xFCC437CF, realorigin
0xB4E003B9, monkey_perk_idx
0x5FA1BD33, monkey_enemy
0xF0B11CBC, is_player_valid
0x41F326B3, locations
0x5D0ED4B3, so
0x43372222, bhb_zone_name
0x9C0B0E0B, black_hole_teleport
0x470F7E4C, stopanimscripted
0x9B7FDA5E, spawn
0x37F7858A, linkto
0x63353033, spawn_origin
0x5BC39F3D, spawn_angles
0x52FDDBD0, unlink
0xDC8C8404, delete
0x3D223BFA, init_napalm_fx
0xF9BCE152, napalmzombiesenabled
0x1C3286BB, napalmzombieminroundwait
0x7C1C71FD, napalmzombiemaxroundwait
0x8142BE55, napalmzombieroundrequirement
0xBC016BAA, nextnapalmspawnround
0x7DB4D141, napalmzombiedamageradius
0x431CF17B, napalmexploderadius
0x987C224A, napalmexplodekillradiusjugs
0x90D883B, napalmexplodekillradius
0x18D2E248, napalmexplodedamageradius
0x912E725C, napalmexplodedamageradiuswet
0x2AC38BEA, napalmexplodedamagemin
0xF94FEF01, napalmhealthmultiplier
0x2AF0C209, napalm_zombie_spawners
0x966ECB29, thread_all
0xD4F3A23B, napalm_zombie_spawn
0x994832BD, add_spawn_function
0xCC531C14, _napalm_initsounds
0xF9326691, _napalm_damage_callback
0x543DD399, napalmzombiecount
0x42A5FD49, shrinked
0x35940ED8, location
0x49244A3, location_list
0x1C80CF96, spawner_list
0xB765D5FF, napalm_spawn_check
0x6C57F6AF, get_napalm_spawners
0x3CDE9794, get_napalm_locations
0x9E2E38A8, spawn_point_override
0x800389CF, anim_ang
0x2EEE0131, target_org
0xE18D5855, spot
0xB07228B6, target
0x6F1739C2, anchor
0x8C8E79FE, ghost
0x76998135, get_desired_origin
0xC0B6566F, rotateto
0xE358E98, zombie_spawn_fx
0xFD4BA5E1, playfx
0x48F26766, show
0x4ABD7256, node_origin
0x37D22DD, z
0x1E3B955B, 0bogsarraykeys8654b72f-bbeb-4604-9ecf-96a7aab9aa2b
0x5A5F4832, 0bogsindex81ff09db-1de2-41e5-825c-74f22e9e250d
0x90CA1FDD, node
0xFE3B81D2, best_node
0x71B668D0, best_score
0xF901131C, nodes
0x1CF0DD4A, current_pathto_pos
0xC0545F55, getnodesinradius
0xD6BC5905, flyheight
0x7DFAF62, goalradius
0xFE311E35, type
0x2351B762, quadrotor_fails
0x3C1543FE, quadrotor_claimed
0x8D974E5A, getheliheightlockheight
0x8790DC2E, getclosestpointonnavvolume
0xC5F9F37F, goal_node
0x4B2FE35C, e_followee
0xD528EFA8, trace_goalpos
0x93D32D2C, candidate_goalpos
0xD230AD83, v_forward
0xC975B582, v_facing
0x73545C79, returning_home
0x89C87C9C, getplayerangles
0xFAFCD7F7, physicstrace
0xEA0647C2, startaim
0x4246BC05, vehcansee
0xDF42C640, setlookatent
0x3488D445, setturrettargetent
0x9514E737, turretontarget
0x3932248, timesince
0x72EE5DA4, vehicle_ai
0xD930B61D, quadrotor_fire_for_time
0xE70AB977, isai
0x8D87B0F9, clearlookatent
0xAE11119E, goalpos
0x94325F0B, s_mg_spawn
0xB379FBF8, e_special_item
0xEBF8A63F, a_special_items
0x55F3B3EF, 0bogsarraykeysf22dc77c-9535-4054-aa23-44813bab9d42
0xF451908B, 0bogsindexcbfedd28-bd51-4aed-9a68-4fd3764267b4
0x485DB0B3, b_got_powerup
0x320B1A0E, a_powerups
0x45093AB0, is_valid_exit_path_found
0xD4400A09, quadrotor_table
0xECB63C8C, old_goalpos
0x8A7FF235, make_sure_goal_is_well_above_ground
0xE29F25F8, vehonpath
0xE0408B14, attachedpath
0xC985552D, setvehgoalpos
0x7C2455A1, pathvariableoffset
0x51C0B62C, quadrotor_get_closest_node
0x7E56B50D, setvehicleavoidance
0x3A863DAC, waittill_pathing_done
0xC2C9E6F9, quadrotor_blink_lights
0x500DC2F7, setneargoalnotifydist
0x92CC1E27, setheliheightlock
0x3C3BF0E1, quadrotor_status
0x4DD8056E, pickup_trig
0x6DF9264, model
0x5B7E3888, waittill_any
0x8427D796, quadrotor_escape_into_air
0x9367B54A, revive_target
0xD65089D6, player_in_last_stand_within_range
0xD9FC32DC, quadrotor_revive
0x49D083F3, watch_for_fail_revive
0xDA760982, player_owner
0x190FD57, get_array_of_closest
0x2429EB40, ignore_range_powerup
0x65B9544F, n_ee_medallions
0xE7BDC1A1, arraygetclosest
0x50CCEE8D, hide
0x789C3E33, quadrotor_custom_behavior
0x8D723B0C, raps_round_count
0xFE8C915F, n_next_raps_round
0x6B56A03D, raps_round_start
0x540E640, raps_round_spawning
0x4A047C7D, raps_round_wait_func
0x507242BB, zm_custom_get_next_raps_round
0x79F0236F, raps_round_stop
0xFE8786B, s_spawn_loc
0x53852D6B, hunted_by
0xDF5826F, n_to_spawn
0xADF6F009, b_force_spawn
0x2F08D7CE, n_spawned
0x3E8A33, find_flesh_struct_string
0x37CBCF1A, playsoundatposition
0x532C96B6, 0bogsarraykeys236e367c-f0b5-4de4-9be7-1ce9582fe2f3
0x846B49DB, 0bogsindexdd0092f0-36bb-433c-ad5c-93a7bfcc1783
0xDB0B56C1, s_zone
0x2852646D, 0bogsarraykeys3409c159-62bd-408d-b875-fc5d3b21a57a
0x8628BEB0, 0bogsindexaa1ab1ff-aa38-4a82-8391-07ac46ecf508
0x99D1C353, s_loc
0xA0D15E0B, 0bogsarraykeys88b96c05-7045-469f-8396-19ba64397fcc
0x246C67, 0bogsindex9a174ee9-2e2c-41ad-b193-7c5630f81703
0x3F5C6AEA, a_s_spawn_locs
0x36B8634F, n_dist_sq
0x9B1393E7, activeplayers
0x6E2770D8, isarray
0x98D222BE, 0bogsarraykeys0f2342b3-32da-493e-a179-8c1d1ad0f02f
0x7C3697CF, 0bogsindex474ee812-42da-4d48-9798-41d07ce21f3e
0xD8D1C67A, v_spawn_pos
0x3112FA1C, 0bogsarraykeys3f9e3cf6-8885-452c-b9d3-902404ad6951
0xE7DCBE6, 0bogsindex1d8ba264-7b87-40c1-b214-d5c5d7ef2794
0x682EFEE2, a_s_locs
0xCA3FE0A, 0bogsarraykeysd82167fc-4bc9-415c-ae3a-b1b32db642fc
0x8A31BA60, 0bogsindexca253bcc-593e-47f6-bbe2-9b34c1ec95b8
0x5DDBDC32, a_ground_trace
0x8456E0FC, 0bogsarraykeys1d0ae308-30ad-4118-89a0-a4a4e201df56
0x1C2D18E7, 0bogsindexe68d5261-a17c-43cd-82a9-cd08096b568c
0x5BB0D4C1, check_point_in_enabled_zone
0xEED6DAB7, getclosestpointonnavmesh
0xF9CC362E, exterior_goals
0xCBC4F0B, groundtrace
0xA572C4B4, get_closest_valid_player
0x58CA6A3A, sentinel_drone
0xAED5FF39, sentinel_forcegoandstayinposition
0x9D134160, clear
0x7032897, soniczombiesenabled
0xFD5D06C2, soniczombieminroundwait
0xD8B6E448, soniczombiemaxroundwait
0x659ABD48, soniczombieroundrequirement
0xC56DA471, nextsonicspawnround
0xA9479ACB, sonicplayerdamage
0xD681DC29, sonicscreamdamageradius
0xD6BEF252, sonicscreamattackradius
0x81CE7E5F, sonicscreamattackdebouncemin
0xD7205621, sonicscreamattackdebouncemax
0x61F63083, sonicscreamattacknext
0x6F411974, sonichealthmultiplier
0x76C4F430, sonic_zombie_spawners
0xAA966A7E, set_zombie_var
0x72AB1A7, thundergun_gib_refs
0xD1EE93FC, sonic_zombie_spawn
0xCB0C1B96, _sonic_damage_callback
0x1DDCECBA, soniczombiecount
0xB35D9855, screamattackblur
0x3B2B1E23, _door_open
0x4DBF3AE3, trigger
0xAEF176E7, who
0x3940F450, b_is_spider
0x5B49D38C, isalive
0x39B48811, waittill_any_ents
0xA3D46EE4, ent
0x86C93E40, state
0x96EED922, s_end
0xB4F5E3B9, set_ignoreall
0x67520C6A, delay
0x6729B6BA, delay_notify
0xFA59CC99, set_state
0xB9FD52A4, spawn_model
0xBB863F19, setvisibletoall
0xC9E45D52, set_ignoreme
0xE844240D, disablearrivals
0x8477D3E2, disableexits
0xAA2B0BF8, script_play_multiple
0x8F8FB3B0, getvehiclenodearray
0x7387A40A, simple_spawn_single
0xB6B0CA71, get_on_path
0x96FA87AF, vehicle
0x333FD8F0, setspeed
0xFF72658F, go_path
0x9CF04C2E, earthquake
0x12295A2, v_original_pos
0xCE2A583D, n_height_diff
0x1CC952F6, n_dist_squared
0xA650F307, 0bogsarraykeys2f23bb89-e30f-4a55-9c67-415759f42f07
0x69C2F683, abs
0xB71ED4A2, v_origin
0x677B3E78, e_attacker
0xCCF8827, 0bogsarraykeys6dfb9a7a-ac8e-4d59-bb4d-cdb4a62ca438
0xE0EE44EC, 0bogsindex77263705-2371-4e65-b1be-75ed288491be
0xFB9423CF, zombie
0xDEBFE596, zombies
0x33222815, getaiarchetypearray
0xDE90B29F, in_playable_area
0x562B538E, n_radius
0x81DF3E77, n_half_height
0xEFFEECC4, b_non_round
0x2FE7558B, spawn_fx
0xA3ED4587, b_return_ai
0xD6F3A912, spawner_override
0x6A724B3A, v_spawn_origin
0x136E6B57, spawn_enemy
0x7A91F98, wasp
0x52F3C7B5, wasp_spawn_func
0xC03323EC, wasp_spawners
0x9231E1C6, parasite
0x61692488, set_parasite_enemy
0xA3C425D1, does_not_count_to_round
0x198FE8B9, wasp_spawn_init
0xC0CCD4EF, 0bogsarraykeys6fa95815-d2f9-4568-8f21-1bf65d1e0c9d
0x8A0CAB41, 0bogsindexaa90922f-81b4-4bc1-ab5a-d96f3bb3ed76
0x70A38794, a_points
0x691FB7C, 0bogsarraykeysfb71f203-e3d4-4181-b4e6-146acf864332
0xE010863A, spawn_dist_max
0x5ADAA67A, 0bogsarraykeysc1922597-5887-430e-a24e-7ca69386232c
0xCD8461C7, 0bogsindex11b41321-d740-4e74-822d-061923e571a5
0xC8A3AC29, loc
0x53C1778E, wasp_locs
0x4BD0142F, getdvarint
0xC620C427, create_global_wasp_spawn_locations_list
0xE97B4687, wasp_find_closest_in_global_pool
0xDD2B81B2, old_wasp_spawn
0x7178C13C, bullettracepassed
0x479B039, wasp_round_count
0xEF0C0BFD, next_wasp_round
0x3084F670, wasp_round_start
0xAD29AF1F, wasp_round_spawning
0xCAB4D930, wasp_round_wait_func
0xAD6409DE, zm_custom_get_next_wasp_round
0xB483BFBC, wasp_round_stop
0x420916F7, b_swarm_spawned
0x339F5CE1, n_spawn
0xF11DCC0D, 0bogsarraykeys1f0df873-564d-440b-9aed-69eddd142d88
0xDF6FFBA1, 0bogsindexf63cfe47-5a01-4971-8c4c-9c43f8cf16d4
0x4EB24B0, n_points_found
0x8D090F42, a_spawn_origins
0x607AFAD, v_ground
0x5BF63224, ready_to_spawn_wasp
0x6C668988, arrayremoveindex
0x300C5ED6, zm_wasp_spawn_callback
0x838A85CF, 0bogsarraykeysc7bb6099-62e3-46ea-b440-528a4e141290
0x25F1C9D6, 0bogsindex9c89eaac-1a67-4e4a-baa3-c2845fed6b7e
0x87802C85, whenvisible
0x5AB41DA9, visible
0xCDD432C8, pid
0x8C1F7070, setinvisibletoall
0x957E94CE, flagsys
0x5C0036B3, is_unlocked
0xB7C5C6D1, player_can_altbody
0x91844522, altbody
0xFF6BA411, see_kiosks_in_altbody
0x858AC43F, setvisibletoplayer
0x64218FFC, setinvisibletoplayer
0x9C646A44, segmentlength
0x44014640, outerzigzagradius
0x2092EA95, innerzigzagradius
0x1552C967, seedposition
0x19384783, remaininglength
0x685F3D33, currentseglength
0x257AF89F, deviationdistance
0xBA85308B, should_zigzag
0xD46AE5FA, shouldrepath
0xCDB20D3C, distancetogoalsqr
0x53A8EBCC, aiprofile_beginentry
0x222C2EC0, nextgoalupdate
0x5613DD46, zigzag_activation_distance
0x172CAA98, validate_on_navmesh
0x12EDEE4E, ispointonnavmesh
0x2B90C57, keep_moving
0x303B9FD, keep_moving_time
0x417703B5, do_randomized_zigzag_path
0x50C07476, zigzag_distance_max
0x35CB48C8, zigzag_distance_min
0x8755587, inner_zigzag_radius
0x48F0619A, outer_zigzag_radius
0x282D20F5, positionquery_filter_inclaimedlocation
0x41A10930, aiprofile_endentry
0x338B7752, behaviortreeentity
0x69EFBCE5, attack
0x463A98E3, freq
0x6083E01F, chunks
0xA7F77D7C, missinglegs
0x8BCF59E8, first_node
0xE220ED8A, zbarrier
0x828DF1A7, zbarriersupportszombiereachthroughattacks
0x7F36B5B4, get_non_destroyed_chunks
0xE6560F1B, barrier_chunks
0x6F1EBE57, getdvarstring
0x24E09D7D, player_targets
0x87EA89A, distance2d
0x255B9315, ignoreme
0x8EFC1E67, zbarriersupportszombietaunts
0xF828B991, tracepassedonnavmesh
0xD277F374, rarity
0xB9AF356D, dlc_index
0x8414308A, bgb_pack_randomized
0x98BA48A2, bgb_pack
0x20B382CA, pop_front
0xB287BE, selected_bgb
0xE25CA181, item_index
0xF59FBFF, get_bgb_available
0x6244D0DC, chunk
0x2B043152, destroy_immediately
0xB3B92C1D, zomb
0x1FDDE3FA, dist_max
0x5753664B, fx
0xE1CFC8CF, update_states
0xA33B36DB, script_parameters
0x70879029, zombie_boardtear_audio_offset
0xE4D129D4, zombie_bartear_audio_offset
0x422037F5, notsolid
0xFC5FF01A, script_fxid
0x68D729F4, script_moveoverride
0x3E88BC3F, script_move_dist
0xC74ED6D1, fake_physicslaunch
0x788EC1D6, rotatepitch
0xA58A6A53, unbroken_section
0xED9416C2, material
0x20FFC8FF, self_delete
0xDA5B715D, piecestub
0x9ED4EC29, totalweight
0xB32B10CF, any_good
0x572D5C70, any_okay
0x47FC28C9, spawnweights
0xB7B5E000, current_spawn
0x2D41E2DC, managed_spawn
0x217C06C1, spawns
0x2DDFCDB3, piece_allocated
0x1C548F02, is_point_in_craft_trigger
0x33724181, float
0x6A09F79E, new_pos
0x1273780D, in_revive_trigger
0xDF3872E, is_drinking
0x991CB8A2, is_limited
0xCB6BC3E3, equipment
0xAA21D53D, limited_in_use
0x520F9477, setup_limited
0x66CD22E1, hacker_tool_positions
0x158871B0, trigger_org
0x6ADA35BA, getent
0x4AD73A7F, model_org
0x8921656D, model_ang
0x5B0ED0BA, give
0x8C721467, meleeattackdist
0x40361E38, 0bogsarraykeys84249cb0-53e0-432f-a48d-906fca0ca7c9
0x844E4834, chest
0x11C57D9F, chance_of_joker
0x47D18840, random
0x447341D0, _box_opened_by_fire_sale
0x9C0CD747, treasure_chest_firesale_active
0x52B65FB5, _zombiemode_check_firesale_loc_valid_func
0x79CE122F, chest_min_move_usage
0xCA502312, chest_accessed
0x5AFBA163, chest_moves
0x1DCB796F, no_fly_away
0x3E719D28, _zombiemode_chest_joker_chance_override_func
0x2502A619, start_chest_name
0xADD65689, 0bogsarraykeys4b542761-ae27-4390-86a7-955db77c5865
0x77210D7C, 0bogsindex24386a30-0237-4bd9-b5d4-a61ddffa67c4
0x64909A3, chest_level
0x4C2D8B27, chests
0xF9062E0B, box_hacks
0xB6A568A7, orig_origin
0xFC677805, get_chest_pieces
0xEA35D00D, zombie_cost
0x313F9550, old_cost
0x97EE3F04, enable_magic
0x8EE1567F, hide_chest
0x9830275D, chest_index
0xE41CA92A, init_starting_chest_location
0x597887D, treasure_chest_think
0x2C32ACD5, temp_chest_name
0x5DBF7ECA, issubstr
0x10F9C82C, pap_triggers
0x51E9BB25, zombie_weapons
0x499916AC, customrandomweaponweights
0xF925B7B9, get_triggers
0xB1E4B463, zm_pap_util
0x9821DA97, treasure_chest_canplayerreceiveweapon
0xC7B6E8E4, position
0xDAA34DD1, nearest
0xC5E1E17B, quantum_bomb_play_mystery_effect_func
0xE0BEB6EE, sessionstate
0xE4F0DC47, perk_purchased
0xD608EF6F, create_and_play_dialog
0xE09B9D69, quantum_bomb_play_player_effect_func
0xD6C1340F, random_perk
0x133CE9DC, perks
0x5AD64C90, a_str_perks
0xDDE9E253, _custom_perks
0x7AB4A703, has_perk_paused
0xB8862210, playsoundtoplayer
0xDA00253, zmb_laugh_alias
0x23EE6FC, use_solo_revive
0x4A384B93, 0bogsarraykeys696d58f1-18f3-495f-bcab-af9758582897
0x9E0BE523, 0bogsindex2ff6c264-230c-442a-99d2-e8cb45ded4ba
0xEBA88E07, s_spawn_pos
0x71177273, collision
0xF67072F8, bump_trigger
0x7429240F, perk_machine
0xDA697227, t_use
0x2A8C7046, n_random_perks_assigned
0xB9D1954C, s_tell_location
0x4DB59340, s_new_loc
0x589AE881, a_s_random_perk_locs
0xDEC1A98F, 0bogsarraykeys1aa4fcb5-aa51-4514-831c-e2ab91d7b42e
0x3871748E, 0bogsindex5b0034ad-fd77-4a55-b1ed-91fee2628e25
0x7F097FE5, 0bogsarraykeysf40a9971-25e6-46ab-b6b3-08d71a052775
0x2D7CAD15, 0bogsindex2fe35420-89da-4925-980b-c8a56babe7e4
0xED54230C, token
0xB952F48F, tokens
0x9CB39DC5, structs
0x2A384327, a_s_spawn_pos
0xBDE1F0C8, match_string
0x4730264F, scr_zm_map_start_location
0xCFC78025, default_start_location
0x87542F3B, scr_zm_ui_gametype
0xC76817FD, override_perk_targetname
0xD6DF1F20, strtok
0x94B78717, randomize_perk_machine_location
0x66715B4, script_notify
0x1D5013FA, triggerignoreteam
0xE48F905E, setmodel
0x34932470, _no_vending_machine_bump_trigs
0x1BBBF974, script_activated
0xD47F13C, script_sound
0xA6D8228C, _no_vending_machine_auto_collision
0x14C24D9D, disconnectpaths
0xB340B98B, clip
0x1FF19094, machine
0x1DCB8609, bump
0x3D7DA13F, blocker_model
0x6F70C368, turn_on_notify
0xB2FF4D87, script_label
0x2985AC7D, perk_machine_set_kvps
0x353DC20F, num_time_used
0x14693D0D, num_til_moved
0x86DCD22C, set_perk_random_machine_state
0x760B62E2, zm_custom_perk_random_power_flag
0xC53AD7D, is_power_on
0xCAE2E191, bottle_spawn_location
0x1811368B, can_player_purchase
0x3CA6E6AF, _random_zombie_perk_cost
0xDC726775, zm_score
0xA87ABD52, machine_user
0xBE54368F, increment_client_stat
0x5B348052, zm_stats
0xAB59A8C1, increment_player_stat
0x6A0A9B48, minus_to_player_score
0xDC015239, perk_random_vo_func_usemachine
0xC2931A36, playloopsound
0x88C0294F, start_perk_bottle_cycling
0xA7629CAD, perk_bottle_motion
0xD6015253, get_perk_weapon_model
0xD616C9BF, perk_random_machine_count
0x5110A7AD, add_to_player_score
0x8A7E8138, machine_selector
0xF96FBB6A, grab_perk_hint
0xA75D3D72, grab_check
0xD5103D9A, time_out_check
0x564F2D81, waittill_either
0xE35850E2, 0bogsarraykeysb6f39d10-3022-4f0c-a783-db3eaf8acd80
0xC0A81C76, 0bogsindexac42de1b-0e00-4cad-a62e-7ff9b7c2d41d
0x6515E42E, perk_random_machines
0x740FE02, cost
0x8A46D631, current_perk_random_machine
0xCB04797D, uses_at_current_location
0xF0C34AA4, create_perk_random_machine_unitrigger_stub
0xEDA1201B, init_starting_perk_random_machine_location
0xB40DDC60, _random_perk_machine_perk_list
0xDEE11F7F, custom_random_perk_weights
0x9515BC6D, chance
0x51F0A83D, b_widows_wine_cocoon
